Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11
1985-86,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1986-87,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1987-88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1988-89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1989-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1990-91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1991-92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1992-93,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
1993-94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1994-95,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
1995-96,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,
1996-97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1997-98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1998-99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1999-00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2001-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2002-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2006-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2007-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2008-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
District/ Year,Dir Upper,Chitral,D.I.Khan,Tank,Bannu,Lakki Marw,Mohmand Aatg ency,Khyber,Kurram,
1981-82,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,
1982-83,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,
1983-84,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,
1984-85,0.0,0.0,14.0,0.0,6.0,0.0,0.0,0.0,0.0,
1985-86,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,
1986-87,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
1987-88,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,
1988-89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1989-90,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,
1990-91,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,
1991-92,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,
1992-93,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,
1993-94,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,
1994-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1995-96,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
1996-97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1997-98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1998-99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
1999-00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
2000-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
2001-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2002-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2006-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2007-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2008-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
(Production in Tonnes),,,,,,,,,,
1981-82,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,
1982-83,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,
1983-84,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,
1984-85,0.0,0.0,11.0,0.0,5.0,0.0,0.0,0.0,0.0,
1985-86,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,
1986-87,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
1987-88,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
1988-89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1989-90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
1990-91,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,
1991-92,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,
1992-93,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,
1993-94,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,
1994-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1995-96,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
1996-97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1997-98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1998-99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
1999-00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
2000-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
2001-02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
2002-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2006-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2007-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2008-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
District/ Year,Orakzai,Bajour,N.W,S.W,F.R. Peshawa,rF .R. Kohat,F.R. Bannu,,,
1981-82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1982-83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1983-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1984-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1985-86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1986-87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1987-88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1988-89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1989-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1990-91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1991-92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1992-93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1993-94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1994-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1995-96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1996-97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1997-98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1998-99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1999-00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2000-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2001-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2002-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2006-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2007-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2008-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
(Production in Tonnes),,,,,,,,,,
1981-82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1982-83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1983-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1984-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1985-86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1986-87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1987-88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1988-89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1989-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1990-91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1991-92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1992-93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1993-94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1994-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1995-96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1996-97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1997-98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1998-99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1999-00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2000-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2001-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2002-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2006-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2007-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2008-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
BALOCHISTA,N NOT GROWN,,,,,,,,,
Province/ Year,Punjab,Sindh,KPK,Balochistan,Pakistan,,,,,
1981-82,1190.0,13.0,17.0,N.G.,1220.0,,,,,
1982-83,1125.0,28.0,0.0,N.G.,1153.0,,,,,
1983-84,1265.0,9.0,23.0,N.G.,1297.0,,,,,
1984-85,866.0,267.0,12.0,N.G.,1145.0,,,,,
1985-86,573.0,12.0,31.0,N.G.,616.0,,,,,
1986-87,625.0,5.0,5.0,N.G.,635.0,,,,,
1987-88,698.0,6.0,N.G.,N.G.,704.0,,,,,
1988-89,219.0,4.0,N.G.,N.G.,223.0,,,,,
1989-90,124.0,3.0,N.G.,N.G.,127.0,,,,,
1990-91,291.0,2.0,N.G.,N.G.,293.0,,,,,
1991-92,76.0,18.0,N.G.,N.G.,94.0,,,,,
1992-93,4.0,3.0,N.G.,N.G.,7.0,,,,,
1993-94,44.0,3.0,N.G.,N.G.,47.0,,,,,
1994-95,42.0,4.0,N.G.,N.G.,46.0,,,,,
1995-96,28.0,3.0,N.G.,N.G.,31.0,,,,,
1996-97,26.0,3.0,N.G.,N.G.,29.0,,,,,
1997-98,24.0,3.0,N.G.,N.G.,27.0,,,,,
1998-99,23.0,N.G.,N.G.,N.G.,23.0,,,,,
1999-00,22.0,N.G.,N.G.,N.G.,22.0,,,,,
2000-01,21.0,N.G.,N.G.,N.G.,21.0,,,,,
2001-02,20.0,N.G.,N.G.,N.G.,20.0,,,,,
2002-03,N.G.,N.G.,N.G.,N.G.,N.G.,,,,,
2003-04,N.G.,N.G.,N.G.,N.G.,N.G.,,,,,
2004-05,N.G.,N.G.,N.G.,N.G.,N.G.,,,,,
2005-06,N.G.,N.G.,N.G.,N.G.,N.G.,,,,,
2006-07,N.G.,N.G.,N.G.,N.G.,N.G.,,,,,
2007-08,N.G.,N.G.,N.G.,N.G.,N.G.,,,,,
2008-09,N.G.,N.G.,N.G.,N.G.,N.G.,,,,,
District/ Year,Attock,Rawalpindi,Islamabad,Jhelum,C hakwal,Sargodha,Khushab,Mianwali,Bhakkar,
1981-82,0.0,0.0,0.0,0.0,0.0,57.0,0.0,21.0,0.0,
1982-83,0.0,0.0,0.0,0.0,0.0,41.0,16.0,12.0,8.0,
1983-84,0.0,0.0,0.0,0.0,0.0,79.0,18.0,21.0,16.0,
1984-85,0.0,0.0,0.0,0.0,0.0,28.0,20.0,0.0,0.0,
1985-86,0.0,0.0,0.0,0.0,0.0,37.0,28.0,0.0,0.0,
1986-87,0.0,0.0,0.0,0.0,0.0,40.0,54.0,0.0,0.0,
1987-88,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,
1988-89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1989-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1990-91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1991-92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1992-93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1993-94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1994-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1995-96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1996-97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1997-98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1998-99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1999-00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000-01,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2001-02,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2002-03,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2003-04,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2004-05,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2005-06,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2006-07,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2007-08,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2008-09,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
(Production in Tonnes),,,,,,,,,,
1981-82,0.0,0.0,0.0,0.0,0.0,42.0,0.0,11.0,0.0,
1982-83,0.0,0.0,0.0,0.0,0.0,29.0,12.0,6.0,4.0,
1983-84,0.0,0.0,0.0,0.0,0.0,58.0,14.0,11.0,9.0,
1984-85,0.0,0.0,0.0,0.0,0.0,21.0,15.0,0.0,0.0,
1985-86,0.0,0.0,0.0,0.0,0.0,34.0,26.0,0.0,0.0,
1986-87,0.0,0.0,0.0,0.0,0.0,45.0,60.0,0.0,0.0,
1987-88,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,
1988-89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1989-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1990-91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1991-92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1992-93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1993-94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1994-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1995-96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1996-97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1997-98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1998-99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1999-00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000-01,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2001-02,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2002-03,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2003-04,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2004-05,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2005-06,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2006-07,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2007-08,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2008-09,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
District/ Year,Faisalabad,Toba T e k Singh,Jhang,Gujrat,M.B. Din,Sialkot,Narowal,Gujranwala,Hafizabad,
1981-82,223.0,0.0,51.0,0.0,0.0,7.0,0.0,0.0,0.0,
1982-83,81.0,102.0,50.0,0.0,0.0,6.0,0.0,0.0,0.0,
1983-84,142.0,36.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,
1984-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1985-86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1986-87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1987-88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1988-89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1989-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1990-91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1991-92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1992-93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1993-94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1994-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1995-96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1996-97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1997-98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1998-99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1999-00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000-01,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2001-02,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2002-03,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2003-04,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2004-05,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2005-06,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2006-07,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2007-08,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2008-09,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
(Production in Tonnes),,,,,,,,,,
1981-82,165.0,0.0,44.0,0.0,0.0,3.0,0.0,0.0,0.0,
1982-83,58.0,73.0,43.0,0.0,0.0,3.0,0.0,0.0,0.0,
1983-84,131.0,28.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,
1984-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1985-86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1986-87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1987-88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1988-89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1989-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1990-91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1991-92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1992-93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1993-94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1994-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1995-96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1996-97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1997-98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1998-99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1999-00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000-01,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2001-02,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2002-03,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2003-04,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2004-05,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2005-06,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2006-07,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2007-08,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2008-09,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
District/ Year,Sheikhu pura,Nankana Sahib,Lahore,Kasur,Okara,Sahiwal,Pakpattan,Multan,Lodhran,
1981-82,141.0,0.0,10.0,0.0,0.0,36.0,0.0,0.0,0.0,
1982-83,132.0,0.0,10.0,0.0,8.0,28.0,0.0,0.0,0.0,
1983-84,142.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,
1984-85,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1985-86,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,
1986-87,45.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,
1987-88,13.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
1988-89,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1989-90,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1990-91,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1991-92,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1992-93,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1993-94,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1994-95,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1995-96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1996-97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1997-98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1998-99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1999-00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000-01,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2001-02,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2002-03,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2003-04,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2004-05,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2005-06,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2006-07,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2007-08,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
2008-09,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,N.G.,
(Production in Tonnes),,,,,,,,,,
1981-82,104.0,0.0,6.0,0.0,0.0,27.0,0.0,0.0,0.0,
1982-83,94.0,0.0,6.0,0.0,6.0,20.0,0.0,0.0,0.0,
1983-84,131.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,
1984-85,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1985-86,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,
1986-87,50.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,
1987-88,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
1988-89,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1989-90,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1990-91,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1991-92,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1992-93,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1993-94,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1994-95,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1995-96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1996-97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1997-98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
